ObjectID,GlobalID,Species,Comments,Module,CoverClass_LT_6m,CoverClassAll,ParentGlobalID,CreationDate,Creator,EditDate,Editor,HerbSiteName
1089,1f7fcac3-694a-4927-ad72-4ba6cf1f491a,Cirsium muticum,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1090,0ab1b80a-e927-4bb1-a337-087a88c26c31,Lycopus americana,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1091,d14b4b72-c34e-49e7-8401-dc5b3bf7d645,Panicum villosissimum,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1092,91b215ca-b9a2-4dc6-9a1b-efe403c222cc,Coreopsis tripteris,Coreopsis tripteris,2,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1093,a87441bb-d3a7-44e0-82af-9ea4d9ca2c4e,Eleocharis elliptica,,2,7,7,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1094,ed378415-7995-4d4d-8ece-e4d8567206b6,Ulmus americana,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1095,37fbe739-9ba2-4d4d-9917-17def4a024db,Scirpus pendulus,Voucher,2,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1096,592bc884-5b57-4c20-8213-3d3352ffb9ec,Alnus incana,,2,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1097,9b868262-6fe1-4e96-8504-5b24247cdd22,Salix discolor,Glacous white undr and stipules.  Hairs on edges. serrate,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1098,9f865965-5030-4c02-9234-79b3fd51ee21,Physocarpus opulifolius,Physocarpus opulifolius,2,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1099,9db582f3-71e2-491f-94b0-fb1acae5bb2c,Fraxinus nigra,,2,1,1,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1100,7d290390-a430-4005-8beb-3c90786dddf5,Carex granularis,Glaucous,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1101,191af6e7-7744-48fc-b9ca-9bfa69cf93d5,Viburnum dentatum,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1102,ab0cd057-8870-4464-9a6f-a66fa619e015,Tussilago farfara,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1103,ca26e29f-e8db-4ed3-a7be-3fc588398c8a,Daucus carota,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1104,2ae123fa-c13d-4e14-bcbf-2c96ce12876d,Erigeron philadelphicus,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1105,fb8cac8b-fec4-4170-9b32-b7e762d58cbe,Carex vulpinoidea,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1106,ecaa92c0-97b1-4647-95ec-7c2da9fd4d32,Panicum clandestinum,,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1107,f020b921-f8ed-446a-959a-8e71a5f2f840,Malus sieboldi,Lobed malus,2,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1108,ff92e31f-6a56-47d6-b1b5-fdb70ab591be,Cornus racemosa,Foemina,3,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1109,c620ef4a-e415-42d0-8394-61cd0a8d5f04,Rosa palustris,,3,5,5,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1110,bdc22e97-7517-4780-b8d7-a089b6bbf0bf,Platanus occidentalis,,3,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1111,bd0dd606-854f-4fd0-96e0-6cf9007ab3e2,Populus deltoides,,3,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1112,75680361-9551-49b7-b354-1757831d69ed,Rhamnus frangula,,3,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1113,4db25b55-21b4-41f8-b93d-8c561e1c8a24,Scirpus atrovirens,,3,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1114,017f65c2-0040-40a6-8357-0e1d524ce169,Sorghastrum nutans,,3,7,7,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1115,ee515f4b-88b6-4a7d-9c20-6a7a960c0e5b,Daucus carota,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1116,4e55d9b0-90d1-46de-b840-8c01c39b302b,Equisetum arvense,,3,8,8,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1117,a32971cb-d8e7-4f29-a1e2-1b54100b5364,Prunella vulgaris var. lanceolata,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1118,b2d5a706-b112-4b43-8405-3d4f158e7160,Schoenoplectus americanus,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1119,52f275bc-153c-4573-ae2c-49b2879b3c29,Symphyotrichum lanceolatum,,3,5,5,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1120,fd3c09cb-8c74-42b6-bc35-9e3df2e102e0,Fraxinus pennsylvanica,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1121,7afe137d-2457-4edf-b54a-c0812e49669d,Carex granularis,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1122,9ea94435-06f3-4029-a316-41fc47b94e0a,Tussilago farfara,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1124,57e93076-e9b3-4138-8ce7-5a22ad34b580,Panicum villosissimum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1125,9cf9b3c3-e3d7-4917-b39e-295038a31205,Lotus corniculatus,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1126,e50d4417-6e5b-4eb9-8731-05d577f15d9c,Juncus brachycephalus,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1127,075818c4-f8bb-4784-b58b-5ad97f4a7f58,Solidago altissima,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1128,a88bf968-ca1f-4b3c-9751-f3e1cf4dfa22,Silphium trifoliatum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1129,3d4548a6-e2f4-4c45-8ad3-507219dd8da1,Euthamia graminifolia,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1130,7d2f8cc6-9499-47e3-b082-c352a93555e4,Juncus dudleyi,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1131,d9db0318-e7a1-48c4-abc4-36e429e07492,Elaeagnus umbellata,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1132,781799cd-b12f-4c18-9c66-68722d84c80d,Melilotus alba,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1133,2841f7a6-76f2-4f0b-92dd-af2692adfccb,Phragmites australis ssp. Australis,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1134,cd05697f-2f3d-4766-aa4d-0bf45a5839d8,Asclepias incarnata,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1135,67195083-eb03-40ac-a980-7cd8fc1ba431,Salix exigua,,3,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1136,d76c4448-a4c7-4e40-a6e6-5f8f10ad605d,Viburnum dentatum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1137,a9d5199c-fd08-4001-b0de-263024128868,Pycnanthemum muticum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1138,4e64f505-4a9c-4d0d-81db-e7fe43f001bb,Taraxacum officinale,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1139,4e8953e4-5205-4184-87ea-5bdab76ed9d5,Sabatia angularis,Sabatia angularis,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1140,81c98f6e-cf1b-46db-ada9-981b7fa8a985,Viburnum opulus var. opulus,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1141,2dcc954d-5edf-4847-8e53-635a89552641,Oxypolis rigidior,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1142,a29a1588-ba5e-4a3c-b559-eb57db43bed5,Juncus effusus,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1143,6459a47f-c47c-4018-869d-1d9fb13af10f,Lycopus americana,Americana,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1144,a9b67603-ddcc-49b0-ae5b-bc036f59d09d,Cirsium muticum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1145,e0c030ca-f8f9-4538-ab11-6d242f4038d0,Carex vulpinoidea,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1146,b3fe9665-c609-4b42-aab2-92c25488e03b,Panicum clandestinum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1147,3ff2a5e1-79da-479a-bd2b-cd7341a00985,Solidago nemoralis,Solidago nemoralis,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1148,f47127f0-b803-4823-ba86-ae6f5d0e8e45,Coreopsis tripteris,Coreopsis tripteris,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1149,d288527f-9d0d-415a-8add-d7f322288d59,Alnus incana,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1150,29dd08e3-d581-4e25-9579-673dea36ab53,Festuca arundinacea,,3,5,5,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1151,b2ea0c1a-764e-49b6-b5f1-2767b8ec984e,Microstegium vimineum,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1152,08eba47a-9f9d-4edf-bc8c-0c04d510f62c,Helianthus divaricatus,Helianthus divaricatus,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1153,84de0f77-90d5-4183-b1dc-d752a6c825bc,Solidago rugosa,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1154,7a3e60a8-358c-445b-b32c-1486640901de,Calamagrostis canadensis,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1155,69bd717a-cfac-4c4e-bef0-3afd02b55cf7,Rosa multiflora,,3,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/1/2023 17:03,SBingham@nps.gov_nps,8/1/2023 17:03,SBingham@nps.gov_nps,526
1156,39677d3b-6313-4e09-ae2c-39e745ee2838,Sorghastrum nutans,,8,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1157,4d09e131-af1b-4963-b868-151bd27075fb,Lysimachia terrestris,,8,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1158,e6db2813-5564-4ec9-8b64-250454dff900,Asclepias incarnata,,8,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1159,f8474f76-5ba1-4f4a-883b-8f763a19bcd2,Schedonorus arundinacea,Ciliate auricles,8,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1160,8a19df88-af11-45b5-86e8-f7934f4fdb10,Calamagrostis canadensis,,8,6,6,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1161,401a393c-d921-42d8-b4da-4a276858eadd,Phalaris arundinacea,,8,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1162,588c2612-78bb-4841-9433-08ac7ed85511,Scirpus atrovirens,,8,5,5,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1163,ff0c63f8-ca2e-4052-bf35-691ccfd315ef,Rhamnus frangula,,8,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1164,df5f9a23-7d9b-4f6c-b970-c3201b9c5ac1,Fraxinus pennsylvanica,,8,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1165,fef9dd14-658d-4a33-99ff-772d50e22660,Carex hystericina,,8,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1166,79a56491-a126-42f4-9cdf-3e70774cf323,Euthamia graminifolia,,8,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1167,b0f2268b-037a-45b6-9791-acd7e04bdeec,Platanus occidentalis,,8,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1168,ad22c1d8-fafb-43a5-a0f3-f24777732b24,Cornus racemosa,Foemina,8,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1169,10141ae3-902d-4b60-b844-e53e3bc33066,Eleocharis elliptica,,8,8,8,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1170,0412c1ef-88c5-44bf-8ced-aebbc86fe039,Oxypolis rigidior,,8,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1171,c658c27f-a154-40ee-9cd1-c6507dfff59f,Scirpus pendulus,,8,3,3,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1172,b4a7167e-11c9-4d7a-9552-53d2f042e4e1,Juncus torreyi,,8,4,4,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1173,8e841163-88fb-40b3-bcc7-35d862f7a035,Juncus brachycephalus,,8,5,5,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
1174,8559d0ee-1823-47d4-b076-d161e87fb4d8,Pycnanthemum muticum,,8,2,2,69632b8d-379c-41bc-abc1-713967f3ab8e,8/2/2023 17:05,SBingham@nps.gov_nps,8/2/2023 17:05,SBingham@nps.gov_nps,526
