ObjectID,GlobalID,Species,Comments,Module,CoverClass_LT_6m,CoverClassAll,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Herb Site Name
3874,d0da94a2-708b-4d95-9087-fb7453c9c98f,Leersia oryzoides,,4,7,7,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3835,cd48f726-5078-4a15-b76e-5b07c1ae2ff8,Lemna sp.,,1,5,5,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3840,1a7b7cdb-c49b-4d34-8a56-f3293762c35a,Lemna sp.,Photo voucher,2,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3853,a636be02-b082-4a54-9db0-c2178f2de9af,Lemna sp.,,3,7,7,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3869,477f9500-510a-4c35-83c4-b246c1c2abf5,Lemna sp.,,4,8,8,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3833,f7e48d0b-4bf1-440c-a42b-317f938e1750,Ludwigia palustris,,1,5,5,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3846,feebb786-b661-44be-83e7-1d8e7bdad3ae,Ludwigia palustris,,2,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3852,b0323e07-5580-4472-9c58-a075f18df96d,Ludwigia palustris,,3,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3870,bb66ddf1-34e1-4c6b-8d14-6d28c877fbd2,Ludwigia palustris,,4,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3838,67b3d593-1897-44ee-be13-80e31ce58520,Lythrum salicaria,,1,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3864,cf774684-3ba4-4d2f-96ea-db6d5cf364a5,Lythrum salicaria,,3,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3875,adb38dd6-7587-4e7f-b4ba-27dc395ed068,Lythrum salicaria,,4,4,4,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3863,aef666e3-e0a1-4602-9671-a268e5b0a87c,Mimulus ringens,,3,4,4,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3878,0bd7ca41-5ccd-46b4-b448-26533e6e841a,Mimulus ringens,,4,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3826,730985f9-28dd-452e-88dd-e32d6e3c0dda,Phragmites australis ssp. Australis,,1,10,10,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3839,cf257f9e-18ca-4c9b-9c50-42c911cd9507,Phragmites australis ssp. Australis,,2,10,10,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3851,45095481-bad1-4f2b-a050-837a7fa4b515,Phragmites australis ssp. Australis,,3,10,10,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3867,012022f7-0ccf-4150-b811-c59927e24de3,Phragmites australis ssp. Australis,,4,9,9,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3828,5706162f-4ace-4b5e-a4a0-5521896f454c,Sagittaria latifolia,,1,3,3,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3848,e6638122-8d99-4bf2-9123-8eb7c5e87196,Sagittaria latifolia,,2,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3859,cf0c9f40-5518-4013-996d-b66c83a4f9c7,Sagittaria latifolia,,3,3,3,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3873,67b46299-f22c-46c2-829a-059727a09991,Sagittaria latifolia,,4,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3854,bd28f34f-8de7-4f7a-958f-40835e3f473f,Schoenoplectus tabernaemontani,,3,4,4,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3865,0d5caa88-b728-4cd2-ab25-78910a7ea68e,Solanum dulcamara,,3,3,3,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3830,55f3c8d7-4eb9-40a5-8db0-49132662b2b1,Sparganium eurycarpum,,1,2,2,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3849,5bcd5739-99ff-4fd3-8114-d49ee89821a5,Sparganium eurycarpum,,2,3,3,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3857,281dedbc-b9ef-48a7-823c-ac7de3ce9a59,Sparganium eurycarpum,,3,4,4,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3872,314ee009-6c26-4fa0-b095-639b5550d20d,Sparganium eurycarpum,,4,4,4,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3832,1293596b-d96f-493c-b4e0-bc3ae4116c5e,Typha angustifolia,,1,5,5,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3847,fe68d808-44cf-4365-a52e-dcc1b50e97ff,Typha angustifolia,,2,7,7,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3860,4debf65c-0a0e-4930-aaa8-ec618316f34c,Typha angustifolia,,3,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3876,fa65f467-988b-4688-9624-c5156a2787b2,Typha angustifolia,,4,7,7,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3831,2cefeef5-ff36-4dc8-ba79-c94218eba518,Typha x glauca,,1,5,5,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3844,9f89ebf4-2380-46cb-82a9-be1c862bf762,Typha x glauca,,2,5,5,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3861,e1b2bdda-dce5-4bcd-928f-a7d413455fff,Typha x glauca,,3,6,6,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3877,c8b903c4-327e-4911-b708-abfc4692b6b3,Typha x glauca,,4,3,3,38d52bc6-8085-4bd3-8d68-ba01f63b8783,9/18/2023 15:40,SBingham@nps.gov_nps,9/18/2023 15:40,SBingham@nps.gov_nps,1079RS2
3785,4cd27736-48b4-4356-95ec-52e6f36ad85e,Bidens connata,,3,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3810,39553490-c3a1-484f-90f6-c51276fdf6e0,Bidens connata,,1,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3819,41641e38-c494-42d3-8577-ad63941ee449,Bidens connata,,4,3,3,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3779,aedd8cf1-b8dd-4fbc-bfde-4c1246a5ffcf,Boehmeria cylindrica,,3,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3798,a1a70421-2c80-48e3-9354-7181f639a6f7,Boehmeria cylindrica,,2,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3808,716d1555-030e-48c7-9b14-8e511c79df51,Boehmeria cylindrica,,1,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3817,38107fc5-2d3b-4953-acda-47af43e394e4,Boehmeria cylindrica,,4,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3784,2ebcd2ef-733c-4c57-ac76-43162e6d176e,Carex bromoides,Bromoides?,3,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3791,dfa311e7-a5d7-4354-b35d-59822a45e604,Carex bromoides,,2,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3805,2d65cd42-aec2-42e6-a227-885c4f2c92ae,Carex bromoides,,1,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3823,3b00e999-7e1f-43c6-afa0-2df415aaa921,Carex bromoides,,4,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3788,839ade56-15e7-4ba5-93e9-960297c1588f,Carex crinita var. crinita,,3,3,3,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3795,9d5456d5-dcc3-4691-a309-6c6af3682030,Carex crinita var. crinita,,2,4,4,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3777,b32b514c-33e8-4a83-92e6-2eb4b5ab2245,Carex stipata,,3,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3792,2833c847-1d1b-43b2-ad29-5855ae65445c,Carex stipata,,2,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3811,0d67d0b0-d6cd-481a-9320-8d4812810ac9,Carex stipata,,1,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3778,a78a0a04-ea31-468a-879c-3d137d4f3de1,Cephalanthus occidentalis,,3,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3794,a28520e4-f01a-4dc4-a60c-b45149e23cec,Cephalanthus occidentalis,,2,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3803,262155fd-eaa5-4df6-9d72-04565e9de913,Cephalanthus occidentalis,,1,8,8,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3820,10aff979-d64e-450b-ae2a-f4a0659e33ca,Cephalanthus occidentalis,,4,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3789,e43c64fc-0834-4113-9d58-827b55d5f39c,Epilobium coloratum,,3,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3787,125f977a-4c83-4c17-b593-5e9676249c92,Galium tinctorium,,3,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3809,a880727c-8aab-4032-bde3-776cb3af0646,Galium tinctorium,,1,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3818,ad5862b3-1898-4c25-8bbb-310d9efe2e39,Galium tinctorium,,4,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3782,d85c08ae-57ed-42f8-a655-cd1b405300cb,Leersia oryzoides,,3,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3796,eb05d98d-e72f-401e-aca0-60b77361cd15,Leersia oryzoides,,2,8,8,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3813,5f9ca686-5847-4c1c-9275-1e4920172f4d,Leersia oryzoides,,1,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3816,29f40582-e8cc-4ad9-9e01-5e23e71e5a28,Leersia oryzoides,,4,8,8,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3801,0112d237-2293-483c-aaeb-62c577e2175c,Lemna minor,,2,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3814,e313a4be-4b5b-4620-84e2-ec5497ce0099,Lemna minor,,1,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3815,df16a032-3d88-42a8-98d2-38ee345ad3a6,Lemna minor,,4,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3786,66fdeebe-7149-46a3-9f8f-1bf570eefed8,Lycopus uniflorus,,3,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3799,f0083f86-1e52-4c58-a1fe-a825d63800c4,Lycopus uniflorus,,2,4,4,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3804,65080984-41c3-4014-9948-abd076a99d85,Lycopus uniflorus,,1,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3824,fb5d8b00-993e-4389-990e-e26a1b33319f,Lycopus uniflorus,,4,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3781,db57546f-990b-4c6a-9ac3-ad96180be00d,Moss sp. 1,,3,8,8,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3797,4288b1f8-10e8-4b22-86fa-606cbbcea01c,Moss sp. 1,,2,7,7,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3821,29197262-57d6-4c69-9121-ceb037215e3c,Moss sp. 1,,4,8,8,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3780,bb1311af-6f0a-4d29-ae9c-fb09dfb0fbb3,Pilea pumila,,3,4,4,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3790,42247e8f-fe70-4fff-a5ce-c29b9c0d8ae2,Pilea pumila,,2,6,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3806,3cc00024-5395-4aaf-a025-1b6c704797ff,Pilea pumila,,1,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3825,43acbb5b-96c3-419e-a718-b46642525cc5,Pilea pumila,,4,5,5,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3802,a7f96111-31a2-4c31-ae57-a247f4c3b7cc,Quercus alba,,2,,6,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3800,18409798-492f-49d6-9569-04ce91208070,Rosa multiflora,,2,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3783,58f09aca-a2d4-4eec-b9c0-5a1f1261e22d,Scutellaria lateriflora,,3,3,3,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3793,1fce2fe2-4aac-4158-8e0e-e3c2fc5dd7b3,Scutellaria lateriflora,,2,4,4,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3807,2132830f-ff92-4711-8e83-7f4c93f63068,Scutellaria lateriflora,,1,3,3,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3822,8f018947-65c3-4b40-87a0-e2428ff86d88,Scutellaria lateriflora,,4,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
3812,6aa6f1ca-1434-44f2-b385-24268b4a72bb,Solanum dulcamara,,1,2,2,984f8f25-db22-4b52-8f3c-44a0b3e600f4,9/14/2023 16:57,SBingham@nps.gov_nps,9/14/2023 16:57,SBingham@nps.gov_nps,124
2952,7907a96e-6a41-49b7-a4f9-6cbac10d2616,Acer negundo,,2,2,2,888b258e-164b-4772-9aa9-64ed14cc665d,9/8/2023 17:19,SBingham@nps.gov_nps,9/8/2023 17:19,SBingham@nps.gov_nps,1427
2958,e9a549bc-89da-48ee-9011-bc29cfdbe49f,Acer saccharinum,,2,,7,888b258e-164b-4772-9aa9-64ed14cc665d,9/8/2023 17:19,SBingham@nps.gov_nps,9/8/2023 17:19,SBingham@nps.gov_nps,1427
2985,b14988c2-9f2c-4031-a308-db59ea0ea5b3,Acer saccharinum,,3,,6,888b258e-164b-4772-9aa9-64ed14cc665d,9/8/2023 17:19,SBingham@nps.gov_nps,9/8/2023 17:19,SBingham@nps.gov_nps,1427
3007,ed87be90-b7fc-4ea7-8035-82166cb816c5,Acer saccharinum,,8,,7,888b258e-164b-4772-9aa9-64ed14cc665d,9/8/2023 17:19,SBingham@nps.gov_nps,9/8/2023 17:19,SBingham@nps.gov_nps,1427
