ObjectID,GlobalID,Species,SpeciesComments,Module,CoverClass_LT_6m,CoverClassAll,ParentGlobalID,CreationDate,Creator,EditDate,Editor,HerbSiteName,
58,e3e09b3f-70d8-4da2-ad23-07ed08eb756c,Lysimachia nummularia,,2,9,9,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
59,7d59df9f-cb8d-478a-8b94-26b880451437,Galium asprellum,,2,7,7,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
60,c156ec6e-ff40-41a0-b340-203b50a0a99c,Carex cristatella,,2,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
61,d61af185-b6d9-452c-841b-5cd0670c5414,Carex vulpinoidea,,2,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
62,924a8aaf-7e61-458e-859d-455e3e96ef91,Cirsium arvense,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
63,c072f8fa-6010-4a7c-868b-0e8db34d7056,Epilobium parviflorum,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
64,11f7f163-b72f-4eb0-b837-b2c53b3432e2,Asclepias incarnata,,2,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
65,1774c520-9737-45b4-94fe-0bdcf968037f,Vitis riparia,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
66,e8ab6f16-6774-440a-a332-e9b05a1d3cbe,Iris pseudacorus,,2,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
67,7778a142-4748-467d-86cf-b7b76c19fae5,Trifolium pratense,,2,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
68,ab830921-03dc-4a00-9cb9-b0472be64b07,Rosa multiflora,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
69,54739571-c86a-419b-a836-2f3c95ffc15f,Geum laciniatum,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
70,e6692039-a803-416e-b952-6bf643b9e129,Cornus obliqua,Cornus obliqua,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
71,6f7636d4-51b6-4857-a782-466b83c8cc52,Fraxinus pennsylvanica,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
72,05570d94-e6f4-4158-9d04-2986fe64be86,Leersia oryzoides,,2,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
73,6b3f880a-53bf-46a9-8790-fa730ffa19a7,Cicuta bulbifera,,2,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/27/2023 18:43,SBingham@nps.gov_nps,6/27/2023 18:43,SBingham@nps.gov_nps,969,
75,c64269b6-f6fc-429b-b4b5-b5f90ef40374,Phalaris arundinacea,,3,7,7,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
76,8bcbf9a5-5705-4827-89b8-b6d1422b9066,Lysimachia nummularia,,3,9,9,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
77,83c2f0e9-0ae6-4785-9247-7d8dc938c20c,Salix exigua,,3,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
78,4d4a0a47-5598-4e4f-bf59-cdca81f83979,Solidago gigantea,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
79,39527b9e-4bc0-43f1-8908-3c21fd7d637a,Solidago altissima,,3,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
81,f68b22df-a382-4323-b640-10e97daf94db,Apocynum cannabinum,,3,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
82,c4cdb195-1612-43a5-b111-1f25f24b750c,Asclepias syriaca,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
83,8296d55e-ac62-41cb-ba99-ff605466d1c7,Galium asprellum,,3,7,7,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
84,4a05fb82-b069-40ba-ab17-4b167c4edd31,Agrostic gigantea,,3,5,5,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
85,2aad48f1-7dc0-4cb2-80cf-5c46b4bece13,Poa pratensis,,3,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
86,0f3e9573-4475-44b0-865b-ed1bc1b9c92d,Carex festucacea,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
87,49cffd5d-46ec-4326-be9c-7180e847b347,Carex vulpinoidea,,3,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
88,2974918c-409e-4dd1-8905-e2e0bae7e0ba,Carex cristatella,,3,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
89,0999043b-ce64-4043-9d54-112941796add,Rosa multiflora,,3,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
90,f6cb1657-6d7c-4e93-9181-de73d747fe33,Teucrium canadense,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
91,ff702817-4ae9-4ba5-aa1b-f4413705eed0,Geum laciniatum,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
92,e823778d-ae1c-4015-ad00-9b10aaaae57a,Vernonia gigantea,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
93,50723efc-f49d-42a8-ae36-e78fc16639bc,Vicia tetrasperma,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
94,4321b83c-864a-4805-a3e5-be75950b050c,Cirsium arvense,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
95,649c43eb-e814-48cc-8575-e969a84818ce,Lycopus americanus,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
96,4137b174-4d17-4444-8e6e-a3781615c5fe,Lythrum salicaria,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
97,383b6c45-6d87-480b-8ec9-1ca73a6a900a,Fraxinus pennsylvanica,,3,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
98,9deb7423-1325-463c-9ff3-d92466489934,Carex sp. 1,,3,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
99,0dbc33e5-53a2-439e-aa95-dec529c2563b,Iris pseudacorus,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
100,10a8417e-f9e2-435d-9ab5-d78776f15e36,Agrostis stolonifera,,3,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
101,9adb39d7-29e7-45ca-a108-9d97081132c6,Vitis riparia,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
102,07df73dc-89a9-425e-a4ad-e1c46ae73c08,Parthenocissus quinquefolia,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
103,0e811b06-04ef-4d3a-8723-aeb1ffe8509a,Toxicodendron radicans,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
104,cf7f8826-603d-4ae2-bbee-83b4aba42690,Euthamia graminifolia,,3,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
105,267b13cd-a456-469c-9d71-9007ddb856cb,Symphyotrichum lateriflorum,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
106,e60b5f6e-45a6-4667-ab95-978a59064654,Allium canadense,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
107,27fc5707-6da5-418e-b17e-c770acc9ed46,Crataegus sp.,,3,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
108,b15404f3-2278-4a89-8603-92432f7d4d27,Salix exigua,,4,7,7,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
109,1a194081-3eee-4d2c-879d-6929983505af,Phalaris arundinacea,,4,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
110,1e2c4e8b-e047-458b-860c-700ac446ab2d,Carex vulpinoidea,,4,7,7,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
111,7a994ee1-75de-481c-9af9-10a1529f44f8,Lysimachia nummularia,,4,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
112,9ee9e00f-2abf-4f7f-9fd1-7031f5c8195e,Epilobium coloratum,,3,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
113,4ac30426-841e-4eaa-85bc-0c516b873288,Cirsium arvense,,4,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
114,63c62338-562e-4825-ad6e-efbbbc55ca55,Iris pseudacorus,,4,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
115,80ca1257-e9b6-498a-aaee-f4540839552b,Apocynum cannabinum,,4,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
116,97af075e-2388-4a01-9c0e-706affbfeb4f,Vernonia gigantea,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
117,44f7a806-801f-49ae-8bf9-620d6cd6b190,Fraxinus pennsylvanica,,4,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
118,6f79ad03-4603-4953-af3c-dcddc95e0de6,Asclepias incarnata,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
119,5b1a6ce5-b104-4c59-9ef8-7c67c08a6670,Galium asprellum,,4,8,8,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
120,894b24e6-0d4b-4958-b9a6-f117753a9ac2,Rosa multiflora,,4,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
121,c1769acc-1717-46ee-972b-3a4316095138,Solidago altissima,,4,5,5,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
122,8a0f2606-841e-4717-8f9b-30af8d06536b,Rosa setigera,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
123,ef5a6ee9-29b7-4530-965f-cff26ff2fdde,Myosotis laxa,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
124,0ee9ba4e-61dd-4d59-b144-01649bc3b37c,Myosotis scorpioides,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
125,bae33cb5-be41-41b1-a640-a5cccc1a17d8,Torilis japonica,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
126,ad438919-a993-4cd0-bff5-d5d7984fcb64,Zizia aurea,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
127,7a46ebf8-5f1a-40f1-a07e-91c70994f8bf,Vicia tetrasperma,,4,4,4,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
128,b22957fe-0424-45c6-a4d2-8b65b3c33da3,Elymus sp.,,3,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
129,a7bb9cf1-937d-42d3-a03b-0c19c3d16f8f,Agrostis stolonifera,,4,5,5,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
130,0ac951d3-89ed-4121-b56e-5061e6167394,Epilobium coloratum,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
131,4d9673d6-7d98-4f5a-8fdb-144d90e18e8e,Lycopus americanus,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
132,f4e056ba-4865-47cf-a303-812a566c25d2,Ulmus americana,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
133,954701cb-e958-4e29-9d1f-71b7fe546e97,Juncus tenuis,Vouchered,4,5,5,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
134,a2b69779-b23d-4eba-9993-d9fb1877270c,Carex cristatella,,4,5,5,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
135,19160d56-1528-4773-9fbe-86b890bd6ee0,Symphyotrichum lateriflorum,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
136,e87d94ff-344f-4098-9b3a-4cd1671a9eef,Gleditsia triacanthos,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
137,9d6f016c-3add-4ea7-9bbc-46dd9f90a9b2,Euthamia graminifolia,,4,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
138,f496483b-31ea-4f4f-be4a-e3acac5d4e48,Teucrium canadense,,4,2,2,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
139,a6613382-b33f-449d-a943-b99ba0e8853d,Rhamnus frangula,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
140,972e6fb7-18f1-40d8-8c72-91be886970bf,Poa pratensis,,4,6,6,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
141,882c9818-f586-4da8-89fd-414531822573,Toxicodendron radicans,,4,3,3,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
142,04b808d1-acbc-4c94-a094-1229df238866,Elymus sp.,,4,1,1,53b4e5e7-5f63-473d-bdcb-66803fe869d2,6/28/2023 18:39,SBingham@nps.gov_nps,6/28/2023 18:39,SBingham@nps.gov_nps,969,
