EventID,FeatureID,LocationID,Species,SpeciesComments,Module,CoverClass,CoverClassAll,EditDate,Outfile
CUVAWetlnd20230627,969,CUVAWetlnd141,Cornus obliqua,Cornus obliqua (x amomum?),1,3,3,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Ulmus americana,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Fraxinus pennsylvanica,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Myosotis scorpioides,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cirsium arvense,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Lythrum salicaria,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Vitis riparia,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Rosa multiflora,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Rumex orbiculatus,NA,1,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Phalaris arundinacea,NA,2,8,8,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Salix exigua,NA,2,7,7,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Apocynum cannabinum,NA,2,4,4,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Lysimachia nummularia,NA,2,9,9,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Galium asprellum,NA,2,7,7,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Carex cristatella,NA,2,4,4,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Carex vulpinoidea,NA,2,4,4,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cirsium arvense,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Epilobium parviflorum,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Asclepias incarnata,NA,2,1,1,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Vitis riparia,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Iris pseudacorus,NA,2,3,3,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Trifolium pratense,NA,2,1,1,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Rosa multiflora,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Geum laciniatum,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cornus obliqua,Cornus obliqua,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Fraxinus pennsylvanica,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Leersia oryzoides,NA,2,2,2,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cicuta bulbifera,NA,2,1,1,2023-06-27,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Phalaris arundinacea,NA,3,7,7,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lysimachia nummularia,NA,3,9,9,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Salix exigua,NA,3,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Solidago gigantea,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Solidago altissima,NA,3,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Apocynum cannabinum,NA,3,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Asclepias syriaca,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Galium asprellum,NA,3,7,7,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostic gigantea,NA,3,5,5,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Poa pratensis,NA,3,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex festucacea,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex vulpinoidea,NA,3,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex cristatella,NA,3,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Rosa multiflora,NA,3,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Teucrium canadense,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Geum laciniatum,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Vernonia gigantea,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Vicia tetrasperma,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cirsium arvense,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lycopus americanus,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lythrum salicaria,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Fraxinus pennsylvanica,NA,3,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex sp. 1,NA,3,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Iris pseudacorus,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostis stolonifera,NA,3,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Vitis riparia,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Parthenocissus quinquefolia,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Toxicodendron radicans,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Euthamia graminifolia,NA,3,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Symphyotrichum lateriflorum,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Allium canadense,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Crataegus sp.,NA,3,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Salix exigua,NA,4,7,7,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Phalaris arundinacea,NA,4,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex vulpinoidea,NA,4,7,7,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lysimachia nummularia,NA,4,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Epilobium coloratum,NA,3,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cirsium arvense,NA,4,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Iris pseudacorus,NA,4,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Apocynum cannabinum,NA,4,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Vernonia gigantea,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Fraxinus pennsylvanica,NA,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Asclepias incarnata,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Galium asprellum,NA,4,8,8,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Rosa multiflora,NA,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Solidago altissima,NA,4,5,5,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Rosa setigera,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Myosotis laxa,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Myosotis scorpioides,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Torilis japonica,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Zizia aurea,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Vicia tetrasperma,NA,4,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Elymus sp.,NA,3,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostis stolonifera,NA,4,5,5,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Epilobium coloratum,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lycopus americanus,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Ulmus americana,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Juncus tenuis,Vouchered,4,5,5,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex cristatella,NA,4,5,5,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Symphyotrichum lateriflorum,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Gleditsia triacanthos,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Euthamia graminifolia,NA,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Teucrium canadense,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Rhamnus frangula,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Poa pratensis,NA,4,6,6,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Toxicodendron radicans,NA,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Elymus sp.,NA,4,1,1,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostic gigantea,NA,4,4,4,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex festucacea,Vouchered,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cornus obliqua,Cornus obliqua,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Geum laciniatum,NA,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex granularis,NA,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Juncus acuminatus,Vouchered,4,2,2,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Lathyrus latifolius,Lathyrus latifolius,4,3,3,2023-06-28,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Phalaris arundinacea,NA,2,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Elymus sp.,Likely riparius,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Polygonum virginianum,NA,2,7,7,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Matteuccia struthiopteris,NA,2,7,7,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,NA,2,6,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Rosa multiflora,NA,2,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Duchesnea indica,NA,2,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Aegopodium podagraria,Aegopodium podagraria,2,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Poa sp.,Vouchered ligule present,2,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Solidago gigantea,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Arisaema dracontium,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Diarrhena americana,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Solidago flexicaulis,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Hesperis matronlis,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Carex blanda,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Fraxinus pennsylvanica,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Geum canadense,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Toxicodendron radicans,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Lysimachia nummularia,NA,2,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Viola sororia,Vouchered basalt,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Vernonia altissima,NA,2,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Acer negundo,NA,2,3,8,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Populus deltoides,NA,2,-9999,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Polygonum virginianum,NA,3,7,7,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Aegopodium podagraria,Aegopodium podagraria,3,8,8,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Vernonia altissima,NA,3,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Matteuccia struthiopteris,NA,3,6,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Solidago gigantea,NA,3,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Phalaris arundinacea,NA,3,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Ulmus americana,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Rosa multiflora,NA,3,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Diarrhena americana,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Poa sp.,Same as mod 2,3,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Duchesnea indica,NA,3,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Viola sororia,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Elymus riparius,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Fraxinus pennsylvanica,NA,3,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Arisaema dracontium,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,NA,3,6,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Lysimachia nummularia,NA,3,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Allium canadense,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Sicyos angulatus,NA,3,1,1,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Toxicodendron radicans,NA,3,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Acer negundo,NA,3,2,8,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Populus deltoides,NA,3,-9999,8,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Matteuccia struthiopteris,NA,8,6,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,NA,3,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Aegopodium podagraria,Aegopodium podagraria,8,9,9,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Phalaris arundinacea,NA,8,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Vernonia altissima,NA,8,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Solidago gigantea,NA,8,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,NA,8,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Duchesnea indica,NA,8,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Geum canadense,NA,8,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Toxicodendron radicans,NA,8,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Acer negundo,NA,8,2,7,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Vernonia altissima,NA,9,6,6,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Rosa multiflora,NA,9,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Aegopodium podagraria,Aegopodium podagraria,9,9,9,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Loniciera maackii,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Polygonum virginianum,NA,9,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Fraxinus pennsylvanica,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Elymus riparius,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Lysimachia nummularia,NA,9,3,3,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Impatiens capensis,NA,9,1,1,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Impatiens capensis,NA,8,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Elymus riparius,NA,8,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Viola sororia,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Poa sp.,Same,9,4,4,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Carex blanda,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,NA,9,5,5,2023-06-29,VIBI_herb_2024-01-08_100013.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Toxicodendron radicans,NA,9,2,2,2023-06-29,VIBI_herb_2024-01-08_100013.csv
