EventID,LocationID,Module_No,Scientific_Name,DiamID,Count
CUVAWetlnd2023Jun29,CUVAWetlnd145,3,Populus deltoides,Big,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,3,Standing dead,C9,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,3,Vitis riparia,C2,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,3,Vitis riparia,C3,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,4,Populus deltoides,C9,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,5,Acer negundo,C6,3
CUVAWetlnd2023Jun29,CUVAWetlnd145,5,Acer negundo,C8,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,5,Standing dead,C6,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,5,Vitis riparia,C1,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,5,Vitis riparia,C2,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,6,Populus deltoides,Big,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Populus deltoides,C10,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Populus deltoides,Big,3
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Parthenocissus quinquefolia,C1,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Parthenocissus quinquefolia,C2,3
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Toxicodendron radicans,C1,7
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Toxicodendron radicans,C2,3
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Toxicodendron radicans,C4,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Vitis riparia,C3,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,7,Standing dead,C3,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,8,Acer negundo,C4,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,8,Acer negundo,C7,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,8,Acer negundo,C8,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,8,Acer negundo,C9,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,8,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,9,Acer negundo,C6,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,9,Acer negundo,C8,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,9,Vitis riparia,C3,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Vitis riparia,C2,4
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Vitis riparia,C3,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Ulmus americana,C5,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Populus deltoides,Big,2
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Acer negundo,C5,1
CUVAWetlnd2023Jun29,CUVAWetlnd145,10,Standing dead,C10,1
CUVAWetlnd2023Jul06,CUVAWetlnd143,3,Ulmus americana,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,2,Salix nigra,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Salix exigua,C0,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Salix exigua,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Salix exigua,C2,7
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Salix exigua,C3,4
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Salix exigua,C4,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Standing dead,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Standing dead,C2,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,3,Standing dead,C3,4
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Salix exigua,C0,7
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Salix exigua,C1,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Salix exigua,C2,10
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Salix exigua,C3,13
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Salix exigua,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Standing dead,C0,4
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Standing dead,C2,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Standing dead,C3,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,8,Standing dead,C4,7
CUVAWetlnd2023Jul07,CUVAWetlnd144,9,Salix nigra,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,9,Salix nigra,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd144,9,Salix exigua,C1,2
CUVAWetlnd2023Jul07,CUVAWetlnd144,9,Salix exigua,C2,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer saccharinum,C6,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer saccharinum,C8,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer saccharinum,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer negundo,C4,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Acer negundo,C5,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Platanus occidentalis,C6,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,1,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Rosa multiflora,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer negundo,C1,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer negundo,C2,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer negundo,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer negundo,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Platanus occidentalis,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Populus deltoides,Big,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer saccharinum,C6,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,2,Acer saccharinum,C10,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Acer saccharinum,C6,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Acer saccharinum,C8,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Populus deltoides,Big,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Acer negundo,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Rosa multiflora,C0,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,3,Rosa multiflora,C1,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Rosa setigera,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Rosa multiflora,C0,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Rosa multiflora,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Standing dead,C3,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Fraxinus pennsylvanica,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer negundo,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer negundo,C3,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer negundo,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Populus deltoides,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer saccharinum,C6,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,4,Acer saccharinum,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Populus deltoides,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Populus deltoides,Big,3
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Standing dead,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Acer saccharinum,C5,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Acer saccharinum,C8,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Toxicodendron radicans,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Platanus occidentalis,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Acer x freemanii,C4,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,5,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Populus deltoides,C10,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Populus deltoides,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Acer saccharinum,C4,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Acer saccharinum,C6,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Acer saccharinum,C9,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Standing dead,C8,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Acer negundo,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Acer negundo,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Viburnum dentatum,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,6,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Populus deltoides,Big,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Acer saccharinum,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Acer saccharinum,C5,111
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Acer saccharinum,C10,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,7,Rosa multiflora,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Rosa multiflora,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Rosa multiflora,C1,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer saccharinum,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer saccharinum,C6,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer saccharinum,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer negundo,C0,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer negundo,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Acer negundo,C5,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,8,Fraxinus pennsylvanica,C1,5
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Fraxinus pennsylvanica,C1,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Standing dead,C5,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Acer saccharinum,C8,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Populus deltoides,Big,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Rosa multiflora,C0,4
CUVAWetlnd2023Jul07,CUVAWetlnd156,9,Acer negundo,C4,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,10,Acer saccharinum,C4,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,10,Acer saccharinum,C5,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,10,Acer saccharinum,C7,1
CUVAWetlnd2023Jul07,CUVAWetlnd156,10,Acer saccharinum,C10,2
CUVAWetlnd2023Jul07,CUVAWetlnd156,10,Populus deltoides,Big,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer x freemanii,C4,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer x freemanii,C5,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer saccharinum,C4,5
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer saccharinum,C5,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer saccharinum,C6,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Acer saccharinum,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Populus deltoides,C8,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Populus deltoides,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,1,Populus deltoides,C10,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Acer x freemanii,C5,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Populus deltoides,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Populus deltoides,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Populus deltoides,C10,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Acer saccharinum,C3,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Acer saccharinum,C4,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Acer saccharinum,C6,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Standing dead,C4,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,2,Standing dead,C5,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Salix alba,Big,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer x freemanii,C3,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer x freemanii,C4,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Populus deltoides,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Populus deltoides,C10,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer saccharinum,C3,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer saccharinum,C4,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer saccharinum,C5,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,3,Acer saccharinum,C6,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Populus deltoides,C10,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Acer saccharinum,C3,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Acer saccharinum,C4,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Acer saccharinum,C5,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Acer saccharinum,C6,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,4,Standing dead,C3,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,5,Acer saccharinum,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,5,Acer saccharinum,Big,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Acer saccharinum,C5,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Acer saccharinum,C6,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Acer saccharinum,C7,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Acer saccharinum,C8,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Acer saccharinum,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Populus deltoides,Big,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Rosa multiflora,C0,3
CUVAWetlnd2023Jul10,CUVAWetlnd142,6,Rosa multiflora,C1,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Acer saccharinum,C8,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Acer saccharinum,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Acer saccharinum,Big,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Standing dead,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Standing dead,C8,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Ligustrum vulgare,C1,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,7,Ulmus americana,C1,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,8,Acer x freemanii,C3,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,8,Acer x freemanii,C4,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,8,Acer saccharinum,C3,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,8,Acer saccharinum,C4,3
CUVAWetlnd2023Jul10,CUVAWetlnd142,8,Populus deltoides,Big,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer x freemanii,C4,5
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer x freemanii,C5,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer saccharinum,C3,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer saccharinum,C4,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer saccharinum,C6,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Acer saccharinum,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Populus deltoides,C9,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,9,Standing dead,C4,4
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Acer x freemanii,C4,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Acer x freemanii,C5,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Acer x freemanii,C6,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Acer x freemanii,C7,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Populus deltoides,C8,2
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Populus deltoides,C10,1
CUVAWetlnd2023Jul10,CUVAWetlnd142,10,Standing dead,C4,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Cornus obliqua,C0,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Cornus obliqua,C1,20
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Cornus obliqua,C2,5
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Rosa multiflora,C0,4
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Rosa multiflora,C1,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Viburnum recognitum,C1,5
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Viburnum recognitum,C2,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Viburnum dentatum,C1,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Viburnum dentatum,C2,8
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Malus baccata,C1,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Malus baccata,C2,4
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Lindera benzoin,C0,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Standing dead,C0,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Standing dead,C2,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,1,Standing dead,C3,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Salix discolor,C0,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Salix discolor,C2,16
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Salix discolor,C3,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Standing dead,C0,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Standing dead,C1,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Standing dead,C2,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Viburnum recognitum,C0,5
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Viburnum recognitum,C1,9
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Cornus obliqua,C1,9
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Cornus obliqua,C2,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Viburnum dentatum,C0,3
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Viburnum dentatum,C1,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Viburnum dentatum,C2,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Malus baccata,C1,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,2,Malus baccata,C2,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,3,Cornus obliqua,C0,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,3,Cornus obliqua,C1,30
CUVAWetlnd2023Jul11,CUVAWetlnd129,3,Cornus obliqua,C2,1
CUVAWetlnd2023Jul11,CUVAWetlnd129,3,Vitis riparia,C1,2
CUVAWetlnd2023Jul11,CUVAWetlnd129,4,Cornus obliqua,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Platanus occidentalis,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Platanus occidentalis,C1,8
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Platanus occidentalis,C2,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Platanus occidentalis,C3,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Platanus occidentalis,C4,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Crataegus punctata,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Crataegus punctata,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Crataegus punctata,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Parthenocissus quinquefolia,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Lindera benzoin,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Lindera benzoin,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Lindera benzoin,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Standing dead,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Salix alba,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Salix alba,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Celastrus orbiculatus,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Rosa multiflora,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Lonicera maackii,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,6,Aesculus glabra,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C1,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C2,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C3,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix nigra,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Standing dead,C1,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Standing dead,C2,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Platanus occidentalis,C1,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Platanus occidentalis,C2,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Platanus occidentalis,C3,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Populus deltoides,C1,68
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Populus deltoides,C2,130
