ObjectID,GlobalID,WoodyModule,SpeciesCode,DiameterClassRange,Count,ParentGlobalID,CreationDate,Creator,EditDate,Editor,WoodySiteName,ShrubClump,D0to1,D1to2_5,D2_5to5,D5to10,D10to15,D15to20,D20to25,D25to30,D30to35,D35to40,Dgt40,Dgt40_1,Dgt40_2,Dgt40_3,Dgt40_4,Dgt40_5
31,ba6a3786-d2c4-465a-9a72-0a29421f2b4a,1,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,1,,,,,,,,,
32,384151c4-2e1e-4911-b568-05621c0d3dde,2,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,1,,,,,,,,1,,1,1,45,,,,
33,162a2b38-badd-4e8d-ac18-410067df7d7f,2,STNDEAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,1,,,,,,,,,,,
34,c0b2f267-7e5c-4932-978a-9ced4124f4f5,2,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,,1,53.7,,,,
35,1a43a33b-980f-4003-a4ab-d301c7cbff69,2,ROSMUL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,2,,,,,,,,,,,,,,,
36,2fe55b78-2a6d-4c2d-b0ac-dedbf5208239,3,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,1,,1,,,,,,
37,2c8775f4-7c82-449b-a156-e1983676c8b0,3,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,,2,65.7,80.6,,,
38,f26f7fcc-7fff-48be-8324-6ab89f8a0c11,3,STNDEAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,1,,,,,,,
39,85cf4e1a-e436-4e52-af75-6a8e23072d24,3,VITRIP,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,2,1,,,,,,,,,,,,,
40,2206b191-e17d-4841-a9c9-b55cd97a1f8d,4,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,1,,,,,,,
41,ebe34eff-45c2-49c0-863c-138238b0b118,5,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,3,,1,,,,,,,,
42,858408bd-10a3-42d5-867b-2b647c94b460,5,STNDEAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,1,,,,,,,,,,
43,7d79d9a3-d803-4838-8c6d-e81bd732d1e6,5,VITRIP,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,1,2,,,,,,,,,,,,,,
44,b00aab92-7f75-4fe9-a3cd-029858e6c20f,6,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,,2,45.6,90.7,,,
45,707c068e-83b7-4275-aa6a-b654483c2618,7,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,1,3,51.6,76.4,61,,
46,87932314-78e7-40f1-95df-5b0a912a51a9,7,PARQUI,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,2,3,,,,,,,,,,,,,,
47,5535d1de-650b-4e6c-9703-44c1cf227ec2,7,TOXRAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,7,3,,1,,,,,,,,,,,,
48,ea95bbb0-11b7-48b3-9500-127a616ceff5,7,VITRIP,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,1,,,,,,,,,,,,,
49,f09de620-bce0-45f9-a1d3-c57e20fffd82,7,STNDEAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,1,,,,,,,,,,,,,
50,66dc4f84-51f1-4cbd-9bd9-45fe0fd03633,8,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,1,,,2,1,1,,,,,,,
51,f5c9734f-1f71-4094-9e58-46e60cbe0754,8,PARQUI,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,1,,,,,,,,,,,,,,,
52,81d6fb04-4bae-4059-bdf9-e4328361030f,9,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,1,,1,,,,,,,,
53,42aa54ee-0df9-41f4-b119-6b50c531cf69,9,VITRIP,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,1,,,,,,,,,,,,,
54,5866a268-8bda-4a25-aa00-c7a3e4629529,10,VITRIP,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,4,2,,,,,,,,,,,,,
55,2c345f69-2934-44a3-bbd9-13b1ff5cdc7e,10,ULMAME,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,1,,,,,,,,,,,
56,f041d613-5740-4609-a9e8-f58651a866ae,10,POPDEL,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,,2,68.2,77.2,,,
57,30c1ca0f-0c81-472b-9aa6-47163a922d16,10,ACENEG,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,1,,,,,,,,,,,
58,c8f487a6-22de-466b-8a81-bddd79b3586c,10,STNDEAD,,,97bcd4ab-7776-4711-93d9-cd2c971928d4,6/29/2023 16:05,dmarcum@nps.gov_nps,6/29/2023 16:05,dmarcum@nps.gov_nps,1049,,,,,,,,,,,1,,,,,,
59,34ae37d8-ea4b-4a01-b3ec-6892ab5b9754,3,ULMAME,,,3a5323eb-4cf9-48c8-845b-a926197407c7,7/6/2023 13:40,dmarcum@nps.gov_nps,7/6/2023 13:40,dmarcum@nps.gov_nps,1043,,,,,,,,,,1,,,,,,,
60,8b0701bc-1577-4359-89c2-476a6cf53a3b,2,SLXNIG,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,,,,,,,,1,,,,,,,,,
61,f12fedfb-ae6f-457b-8488-4158a5b44c83,3,SLXEXI,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,2,1,7,4,1,,,,,,,,,,,,
62,778e7fe9-557e-4d76-95e6-20629815c568,3,STNDEAD,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,1,,2,4,,,,,,,,,,,,,
63,597be843-b888-44ea-a2a8-93686aa5c559,8,SLXEXI,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,7,2,10,13,2,,,,,,,,,,,,
64,a1f1383d-4d6d-454f-958c-a8ef391a1e80,8,STNDEAD,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,4,,1,2,7,,,,,,,,,,,,
65,d72723fc-5ee2-420d-abe2-7ff4a7f44b35,9,SLXNIG,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,,,,,,,,,,1,,1,42.4,,,,
66,ebf4bb61-43fc-436f-a445-ee8fe19d30ac,9,SLXEXI,,,ca089d06-df09-423d-9d4e-25094358e430,7/7/2023 15:08,dmarcum@nps.gov_nps,7/7/2023 15:08,dmarcum@nps.gov_nps,1047,,2,3,,,,,,,,,,,,,,
67,ee05a2a7-3f57-414c-80d4-23daa7df0be8,1,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,3,1,1,,,1,49.3,,,,
68,6644635c-679e-484b-859d-dfdc3e4618c1,1,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,1,2,,,,,,,,,,,
69,05d76a90-c695-4bbc-8c23-b71f089ea201,1,PLAOCC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,1,,,,,,,,,,
70,8a61cbd6-abfd-4137-b4c4-6daf3af0f543,1,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
71,02d14ebb-280e-438e-b75a-33127f7d8184,2,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
72,80837002-0d50-4a54-a787-8c4014ab9b02,2,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,2,1,,2,1,,,,,,,,,,,
73,2bb77364-9b44-442d-a803-cd977a74a6c5,2,PLAOCC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,1,,,,,,,
74,fd1df086-2cdf-4141-9521-a1277eaf998c,2,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,,3,58.3,41.1,47,,
75,6959d4c2-239a-4951-9a5e-e3ac5f337060,2,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,1,,,,1,,,,,,
76,190b4337-4be1-4349-8769-fedeceec16dc,3,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
77,aba9fa99-9671-427f-b37b-04f5174c09c5,3,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,1,1,2,,,,,,,,
78,ca95374f-2b53-4dd9-8664-cb49110e7149,3,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,,2,54.8,46,,,
79,495c6f78-4313-4b2c-80d5-df9b7cbe871e,3,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,2,,,,,,,,,,,,
80,ad1c3263-112b-4f6e-ac99-572dbe93c85c,3,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,3,3,,,,,,,,,,,,,,,
81,12627879-7747-4026-91c0-8d2e4a489037,4,ROSSET,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,,,,,,,,,,,,,,,,
82,c9fdaafc-e768-4369-9290-c8892f15ebe3,4,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,3,1,,,,,,,,,,,,,,,
83,e5ee778d-c237-4db3-b6a7-7c1f4e171a3e,4,STNDEAD,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,1,,,,,,,,,,,,,
84,e6307471-87b3-4f18-b8f2-8e281fcc522c,4,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,1,,,,,,,,,,,
85,f2a9e927-acc1-4b0b-aa96-e51887efe86f,4,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,,,1,,1,,,,,,,,,,,
86,d375958a-e5dc-4f81-a503-50ec20d680b9,4,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,,1,54.4,,,,
87,44248f05-1239-4b5c-9baa-d25bf8e8e5db,4,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,3,1,,1,,,,,,,
88,5d271f9e-6c1b-428d-bdaf-f611f0f1b447,5,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,1,,3,45.1,47.5,42.3,,
89,1a85baaf-b662-44a1-ad3e-258c0c7def2e,5,STNDEAD,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,2,,,,,,,,,,,,
90,c47a76ce-3d7a-48b0-8a98-ae3f0bdfe441,5,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,2,,1,1,,,,,,,,
91,73891801-60da-4d81-b346-e3104fba8012,5,TOXRAD,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
92,2dfd40b3-81f3-4f31-847f-de370252fca8,5,PLAOCC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,1,,,,,,,,,
93,fa280e29-b720-4cec-8bd8-211351807886,5,ACEFRE,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,1,,,,,,,,,,,,
94,25517f04-0bfc-4fc9-ba34-cddcbb62bf90,5,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
95,f86c17dd-20e0-4ef0-ba29-6e3d280282cf,6,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,1,1,42.3,,,,
96,9d45ccc8-3c5d-4a80-845f-8adac5f04a20,6,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,1,,1,,,1,,,,,,,
97,ed01efe6-58ae-44f4-a353-d17f97e9e39e,6,STNDEAD,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,1,,,,,,,,
98,7f58e67e-2cce-4995-ba02-67039872033e,6,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,,,,,1,,,,,,,,,,,
99,771fe81a-9cea-49fb-a935-bc9508761e2d,6,VIBDEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
100,d16dc4f5-1be0-4324-b0a7-986e2c17436f,6,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,1,,,,,,,,,,,,,,,
101,2cd42fde-8a4a-474d-87d5-7a8dcc35c79c,7,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,,2,41.6,49.3,,,
102,74554ef7-7388-4b47-a38d-3e3e8c0ef86c,7,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,2,111,,1,,,1,,,,,,
103,76872cfc-debe-4219-a5aa-6d43bd3ebe7f,7,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,,,,,,,,,,,,,,,,
104,ec7e5183-cc28-4588-8cb5-ee5ba032739c,8,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,1,,,,,,,,,,,,,,,
105,8a75e5b8-d0b3-4c38-8d56-d85667f60def,8,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,1,1,,,,,1,42.2,,,,
106,3b71e766-6447-4dc6-85ac-e66c73f03c9f,8,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,1,,,,2,2,,,,,,,,,,,
107,a9ee150f-14d6-4d24-bccd-8c7914eb18b0,8,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,5,,,,,,,,,,,,,,,
108,fe8a6acd-bdc5-44e2-86a1-61376cf5b19a,9,FRAPEN,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,2,,,,,,,,,,,,,,,
109,419d88a4-db9e-4174-a2ff-87565c9477b2,9,STNDEAD,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,2,,,,,,,,,,,
110,b0b29e95-a256-4acd-a68b-6fec8b2eaaee,9,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,1,1,,,,,,,,
111,450d2996-9256-4d75-989e-f03d4aceaefb,9,POPDEL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,,,,,,,,1,74.9,,,,
112,2f94092d-c6c4-445b-afd8-e134121d81a3,9,ROSMUL,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,4,,,,,,,,,,,,,,,,
113,02131d9d-d29e-40f1-aefb-fa88fcde8de7,9,ACENEG,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,2,,,,,,,,,,,,
114,89c164df-8c63-4117-9f89-5a42b8315e92,10,ACESAC,,,2e823f0a-2b6b-4537-9055-8417783c156d,7/7/2023 18:48,dmarcum@nps.gov_nps,7/7/2023 18:48,dmarcum@nps.gov_nps,970,,,,,1,1,,1,,,2,,,,,,
