EventID,LocationID,FeatureID,Module_No,Scientific_Name,DiamID,Count
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Standing dead,C1,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Standing dead,C2,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Platanus occidentalis,C1,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Platanus occidentalis,C2,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Platanus occidentalis,C3,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Populus deltoides,C1,68
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Populus deltoides,C2,130
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Populus deltoides,C3,8
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Salix humilis,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Salix humilis,C1,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Lindera benzoin,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Rosa multiflora,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Rosa multiflora,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Salix exigua,C0,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Salix exigua,C1,41
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Salix exigua,C2,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Juglans cinerea,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,1,Ulmus americana,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Salix nigra,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Salix nigra,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Rosa multiflora,C0,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Rosa multiflora,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Rosa multiflora,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C1,13
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C7,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Standing dead,C8,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Toxicodendron radicans,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Catalpa speciosa,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Salix humilis,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Ulmus americana,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Platanus occidentalis,C1,8
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Platanus occidentalis,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Platanus occidentalis,C4,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Lindera benzoin,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Populus deltoides,C1,110
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Populus deltoides,C2,84
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,2,Populus deltoides,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Lindera benzoin,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Lindera benzoin,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Rosa multiflora,C0,25
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Rosa multiflora,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Rosa multiflora,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Fraxinus pennsylvanica,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Platanus occidentalis,C1,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Platanus occidentalis,C2,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Platanus occidentalis,C4,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Lonicera maackii,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Salix nigra,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C7,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Standing dead,Big,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Salix discolor,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Ulmus americana,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Cornus racemosa,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Toxicodendron radicans,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Vitis riparia,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Rosa multiflora,C0,17
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Rosa multiflora,C1,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Rosa multiflora,C2,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Platanus occidentalis,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Platanus occidentalis,C2,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lindera benzoin,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lindera benzoin,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C3,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Aesculus glabra,C5,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lonicera maackii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lonicera maackii,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lonicera maackii,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Toxicodendron radicans,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Toxicodendron radicans,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Rubus occidentalis,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Vitis riparia,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Lonicera tatarica,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Salix nigra,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Aesculus glabra,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Aesculus glabra,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Aesculus glabra,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Aesculus glabra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Platanus occidentalis,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Rosa multiflora,C0,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Rosa multiflora,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C8,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Celastrus orbiculatus,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Celastrus orbiculatus,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Crataegus punctata,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Crataegus punctata,C4,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Crataegus punctata,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,5,Toxicodendron radicans,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Platanus occidentalis,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Platanus occidentalis,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Platanus occidentalis,C3,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Platanus occidentalis,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Platanus occidentalis,C5,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Liriodendron tulipifera,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Crataegus punctata,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Crataegus punctata,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Crataegus punctata,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Rosa multiflora,C0,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Lonicera maackii,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Vitis riparia,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Vitis riparia,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Vitis riparia,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Lindera benzoin,C0,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Lonicera morrowii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Lonicera morrowii,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Standing dead,C4,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Ligustrum vulgare,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Ligustrum vulgare,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,3,Lonicera tatarica,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Cornus racemosa,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,7,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C1,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C2,11
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C3,23
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C4,17
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Rosa multiflora,C0,11
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Rosa multiflora,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Standing dead,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Standing dead,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Aesculus glabra,C0,1
