EventID,FeatureID,LocationID,Species,Module,CoverClass,CoverClassAll,EditDate,Outfile
CUVAWetlnd20230707,970,CUVAWetlnd156,Acer rubrum,3,1,-9999,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Acer saccharinum,2,-9999,6,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Acer saccharinum,3,1,7,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Acer saccharinum,8,1,8,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Acer saccharinum,9,1,7,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Acer saccharinum,2,-9999,6,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Acer saccharinum,3,2,7,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Acer saccharinum,8,2,7,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Acer saccharinum,9,2,7,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Aesculus glabra,3,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Aesculus glabra,8,4,4,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostic gigantea,3,5,5,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostic gigantea,4,4,4,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Agrostic gigantea,2,3,3,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrostic gigantea,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Agrimonia parviflora,2,5,5,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrimonia parviflora,3,4,4,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrimonia parviflora,8,4,4,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrimonia parviflora,9,4,4,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Agrimonia parviflora,1,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Agrostis stolonifera,1,6,6,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostis stolonifera,3,6,6,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Agrostis stolonifera,4,5,5,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Agrostis stolonifera,2,5,5,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Agrostis stolonifera,3,6,6,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Agrostis stolonifera,8,6,6,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Agrostis stolonifera,8,5,5,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrostis stolonifera,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Agrostis stolonifera,9,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Allium canadense,3,2,2,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Allium canadense,3,2,2,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,2,6,6,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,3,6,6,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Alliaria petiolata,9,5,5,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Alliaria petiolata,2,1,1,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Alliaria petiolata,2,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Amphicarpaea bracteata,2,2,2,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Amphicarpaea bracteata,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Amphicarpaea bracteata,3,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Amphicarpaea bracteata,2,3,3,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Apios americana,1,5,5,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Apios americana,2,3,3,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Apios americana,1,5,5,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Apios americana,2,5,5,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Apios americana,3,6,6,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Apios americana,1,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Apios americana,2,6,6,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Apios americana,3,7,7,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Apocynum cannabinum,1,3,3,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Apocynum cannabinum,2,4,4,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Apocynum cannabinum,3,4,4,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Apocynum cannabinum,4,4,4,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Apocynum cannabinum,4,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Apocynum cannabinum,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Apocynum cannabinum,3,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Apocynum cannabinum,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Apocynum cannabinum,9,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Arctium minus,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Arisaema dracontium,2,2,2,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Arisaema dracontium,3,2,2,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Arisaema triphyllum subsp. triphyllum,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Artemisia sp.,2,1,1,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Asclepias incarnata,1,2,2,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Asclepias incarnata,2,1,1,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Asclepias incarnata,4,2,2,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Asclepias incarnata,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Asclepias syriaca,3,3,3,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Asclepias syriaca,1,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Asclepias syriaca,2,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Aster umbellatus,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Aster umbellatus,9,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Barbarea vulgaris,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Barbarea vulgaris,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Barbarea vulgaris,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Barbarea vulgaris,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Bidens sp 1,2,2,2,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Blephilia hirsuta,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Blephilia hirsuta,3,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Blephilia hirsuta,1,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,1047,CUVAWetlnd144,Boehmeria cylindrica,2,1,1,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Boehmeria cylindrica,3,3,3,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Boehmeria cylindrica,8,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Boehmeria cylindrica,9,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,2,6,6,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,3,5,5,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,8,6,6,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Boehmeria cylindrica,9,7,7,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Boehmeria cylindrica,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Boehmeria cylindrica,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Boehmeria cylindrica,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Boehmeria cylindrica,1,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Boehmeria cylindrica,2,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Boehmeria cylindrica,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Boehmeria cylindrica,3,2,2,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,1047,CUVAWetlnd144,Calystegia sepium,2,1,1,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Calystegia sepium,1,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Calystegia sepium,2,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Calystegia sepium,3,4,4,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Carya cordiformis,3,1,1,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Carya cordiformis,8,1,1,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Carya cordiformis,9,1,1,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Cardamine sp.,3,1,1,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Cardamine sp.,2,2,2,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Cardamine sp.,3,2,2,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cardamine sp.,8,3,3,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cardamine sp.,9,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Carex sp. 1,3,1,1,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Carex sp. 1,8,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Carex sp. 1,8,1,-9999,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Carex sp. 1,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Carex sp. 1,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Carex sp. 1,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Carex sp. 1,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Carex sp. 1,1,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carex sp. 1,3,2,2,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Carex sp. 2,1,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,968PV968,CUVAWetlnd140,Celastrus orbiculatus,3,2,2,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Celastrus orbiculatus,8,2,2,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Chelone glabra,8,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Chelone glabra,9,4,4,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Chelone glabra,8,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Chelone glabra,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Chelone glabra,3,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Chelone glabra,1,2,2,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Chelone glabra,2,2,2,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cicuta bulbifera,2,1,1,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Cinna arundinacea,2,3,3,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Cinna arundinacea,3,2,2,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Cinna arundinacea,8,3,3,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Cinna arundinacea,9,3,3,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970PV,CUVAWetlnd142,Cinna arundinacea,9,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cirsium arvense,1,2,2,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230627,969,CUVAWetlnd141,Cirsium arvense,2,2,2,2023-06-27,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cirsium arvense,3,2,2,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cirsium arvense,3,3,3,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Cirsium arvense,4,4,4,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Cirsium arvense,1,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK1,CUVAWetlnd129,Cirsium arvense,4,3,3,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Cirsium arvense,2,3,3,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cirsium arvense,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cirsium arvense,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,2,3,3,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,3,4,4,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,8,3,3,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Circaea lutetiana,9,3,3,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Circaea lutetiana,3,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Circaea lutetiana,8,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Circaea lutetiana,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Circaea lutetiana,1,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Circaea lutetiana,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Cirsium muticum,1,2,2,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cirsium vulgare,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Clematis virginica,2,2,2,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Clematis virginica,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Clematis virginica,8,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Clematis virginica,9,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Corylus americana,1,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Cornus amomum,1,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Cornus amomum,2,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Cornus amomum,3,7,7,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230713,242VK2,CUVAWetlnd130,Cornus racemosa,2,4,4,2023-07-13,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cornus racemosa,3,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cornus racemosa,8,3,3,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Cornus racemosa,2,4,4,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cratageus punctata,9,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230628,969,CUVAWetlnd141,Crataegus sp.,3,2,2,2023-06-28,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Crataegus sp.,9,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,1,3,3,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,2,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carpinus caroliniana,3,4,4,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230706,1043,CUVAWetlnd143,Cryptotaenia canadensis,2,1,1,2023-07-06,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Cryptotaenia canadensis,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Carex blanda,2,3,3,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230629,1049,CUVAWetlnd145,Carex blanda,9,2,2,2023-06-29,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Carex blanda,3,2,2,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,970,CUVAWetlnd156,Carex blanda,8,2,2,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Carex bromoides,3,2,2,2023-07-07,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230710,NA,NA,Carex bromoides,8,3,3,2023-07-10,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,242VK2,CUVAWetlnd130,Carex bromoides,8,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230714,241VK4,CUVAWetlnd128,Carex bromoides,2,2,2,2023-07-14,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carex bromoides,1,6,1,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230718,241K,NA,Carex bromoides,2,5,5,2023-07-18,VIBI_herb_2023-08-28_150037.csv
CUVAWetlnd20230707,970,CUVAWetlnd156,Carex crinita,3,3,3,2023-07-07,VIBI_herb_2023-08-28_150037.csv
